"zcta5","state","sduni","stab","zipname","uschlnm10","intptlon","intptlat","pop10","afact","AFACT2"
"ZIP Census Tabulation Area","FIPS state","sduni","State Postal Code","zipname","Unified School District Name 2010","Wtd centroid W longitude, degrees","Wtd centroid latitude, degrees","Total Pop, 2010 census","zcta5 to sduni alloc factor","sduni to zcta5 alloc factor"
"15545","42","03180","PA","Hyndman, PA","Bedford Area School District",-78.738641,39.796114,2302,0.799583,0.136714
"15545","42","15150","PA","Hyndman, PA","Meyersdale Area School District",-78.821789,39.760299,577,0.200417,0.082124
"15546","42","10115","PA","Jenners, PA","North Star School District",-79.046906,40.139433,386,1,0.042329
"15547","42","10115","PA","Jennerstown, PA","North Star School District",-79.068728,40.161273,504,1,0.055269
"15550","42","03180","PA","Manns Choice, PA","Bedford Area School District",-78.60146,39.997909,1044,0.614479,0.062003
"15550","42","05880","PA","Manns Choice, PA","Chestnut Ridge School District",-78.662137,40.006086,655,0.385521,0.061284
"15551","42","20520","PA","Markleton, PA","Rockwood Area School District",-79.267501,39.883907,860,1,0.153161
"15552","42","03420","PA","Meyersdale, PA","Berlin Brothersvalley School District",-78.974347,39.857517,140,0.022895,0.023928
"15552","42","15150","PA","Meyersdale, PA","Meyersdale Area School District",-79.007518,39.802948,5415,0.885527,0.770709
"15552","42","20760","PA","Meyersdale, PA","Salisbury-Elk Lick School District",-79.089597,39.784584,560,0.091578,0.188679
"15554","42","05880","PA","New Paris, PA","Chestnut Ridge School District",-78.598455,40.1257,2553,1,0.238866
"15555","42","21840","PA","Quecreek, PA (PO Boxes)","Somerset Area School District",-79.082524,40.092295,112,1,0.005252
"15557","42","06660","PA","Rockwood, PA","Connellsville Area School District",-79.344885,39.97852,14,0.0038,0.000406
"15557","42","20520","PA","Rockwood, PA","Rockwood Area School District",-79.193663,39.931018,3656,0.992399,0.651113
"15557","42","23880","PA","Rockwood, PA","Turkeyfoot Valley Area School District",-79.36686,39.928101,14,0.0038,0.00502
"15558","42","15150","PA","Salisbury, PA","Meyersdale Area School District",-79.009744,39.737774,129,0.060677,0.01836
"15558","42","20760","PA","Salisbury, PA","Salisbury-Elk Lick School District",-79.106644,39.749189,1997,0.939322,0.672843
"15559","42","03420","PA","Schellsburg, PA","Berlin Brothersvalley School District",-78.763811,39.998148,8,0.004065,0.001367
"15559","42","05880","PA","Schellsburg, PA","Chestnut Ridge School District",-78.660823,40.061662,1960,0.995934,0.183383
"15560","42","21270","PA","Shanksville, PA","Shanksville-Stonycreek School District",-78.906559,40.016812,175,1,0.061018
"15561","42","21840","PA","Sipesville, PA (PO Boxes)","Somerset Area School District",-79.089785,40.096012,168,1,0.007877
"15562","42","20760","PA","Springs, PA","Salisbury-Elk Lick School District",-79.138199,39.738828,201,1,0.067722
"15563","42","10115","PA","Stoystown, PA","North Star School District",-78.977424,40.108745,2216,0.662481,0.243009
"15563","42","21180","PA","Stoystown, PA","Shade-Central City School District",-78.895711,40.111014,533,0.159342,0.136737
"15563","42","21270","PA","Stoystown, PA","Shanksville-Stonycreek School District",-78.900878,40.05441,596,0.178176,0.20781
"15564","42","15150","PA","Wellersburg, PA","Meyersdale Area School District",-78.846282,39.730143,50,1,0.007116
"15601","42","10920","PA","Greensburg, PA","Greensburg Salem School District",-79.54324,40.314077,21063,0.354101,0.807445
"15601","42","10980","PA","Greensburg, PA","Greater Latrobe School District",-79.477315,40.281139,6906,0.1161,0.220844
"15601","42","11760","PA","Greensburg, PA","Hempfield Area School District",-79.550291,40.290449,30875,0.519056,0.614208
"15601","42","16170","PA","Greensburg, PA","Mount Pleasant Area School District",-79.508282,40.221298,636,0.010692,0.035555
"15601","42","18660","PA","Greensburg, PA","Penn-Trafford School District",-79.573661,40.359899,3,0.00005,0.000115
"15610","42","06660","PA","Acme, PA","Connellsville Area School District",-79.446987,40.110698,1660,0.444088,0.048124
"15610","42","13710","PA","Acme, PA","Ligonier Valley School District",-79.36283,40.188199,130,0.034778,0.008033
"15610","42","16170","PA","Acme, PA","Mount Pleasant Area School District",-79.414119,40.146657,1948,0.521134,0.1089
"15611","42","11760","PA","Adamsburg, PA","Hempfield Area School District",-79.652487,40.305532,543,1,0.010802
"15612","42","22410","PA","Alverton, PA","Southmoreland School District",-79.595193,40.135137,474,1,0.031186
"15613","42","02550","PA","Apollo, PA","Apollo-Ridge School District",-79.538286,40.585601,5134,0.368478,0.539342
"15613","42","02590","PA","Apollo, PA","Armstrong School District",-79.468893,40.629465,3,0.000215,0.000069
"15613","42","04530","PA","Apollo, PA","Burrell School District",-79.657701,40.536482,410,0.029427,0.029105
"15613","42","12840","PA","Apollo, PA","Kiski Area School District",-79.601739,40.540949,8386,0.60188,0.290605
"15615","42","17940","PA","Ardara, PA","Norwin School District",-79.734129,40.364921,387,1,0.010893
"15616","42","11760","PA","Armbrust, PA (PO Boxes)","Hempfield Area School District",-79.554865,40.223399,23,1,0.000458
"15617","42","21150","PA","Arona, PA","Yough School District",-79.658175,40.268689,367,1,0.02266
"15618","42","02550","PA","Avonmore, PA","Apollo-Ridge School District",-79.457295,40.566041,579,0.219818,0.060826
"15618","42","02590","PA","Avonmore, PA","Armstrong School District",-79.400954,40.60583,245,0.093014,0.00565
"15618","42","12840","PA","Avonmore, PA","Kiski Area School District",-79.479736,40.523486,1810,0.687168,0.062723
"15620","42","07560","PA","Bradenville, PA","Derry Area School District",-79.340188,40.322505,911,1,0.051324
"15621","42","16170","PA","Calumet, PA (PO Boxes)","Mount Pleasant Area School District",-79.483563,40.213844,47,1,0.002627
"15622","42","06660","PA","Champion, PA","Connellsville Area School District",-79.36444,40.045285,940,0.677722,0.027251
"15622","42","16170","PA","Champion, PA","Mount Pleasant Area School District",-79.341609,40.072604,314,0.226388,0.017554
"15622","42","20520","PA","Champion, PA","Rockwood Area School District",-79.279359,40.011677,127,0.091564,0.022618
"15622","42","21840","PA","Champion, PA","Somerset Area School District",-79.272909,40.043414,6,0.004326,0.000281
"15623","42","18660","PA","Claridge, PA","Penn-Trafford School District",-79.619115,40.365506,762,1,0.029214
"15624","42","10920","PA","Crabtree, PA","Greensburg Salem School District",-79.469221,40.365945,277,0.67561,0.010619
"15624","42","10980","PA","Crabtree, PA","Greater Latrobe School District",-79.468417,40.360167,133,0.32439,0.004253
"15625","42","11760","PA","Darragh, PA (PO Boxes)","Hempfield Area School District",-79.679017,40.268374,144,1,0.002865
"15626","42","10230","PA","Delmont, PA","Franklin Regional School District",-79.581522,40.410935,3254,0.637414,0.141805
"15626","42","10920","PA","Delmont, PA","Greensburg Salem School District",-79.571399,40.408791,1851,0.362586,0.070958
"15627","42","07560","PA","Derry, PA","Derry Area School District",-79.306862,40.340674,6544,1,0.368676
"15628","42","16170","PA","Donegal, PA","Mount Pleasant Area School District",-79.372914,40.101332,525,1,0.029349
"15629","42","12840","PA","East Vandergrift, PA","Kiski Area School District",-79.562321,40.598212,676,1,0.023426
"15631","42","22410","PA","Everson, PA","Southmoreland School District",-79.586637,40.090765,1075,1,0.070728
"15632","42","10230","PA","Murrysville, PA","Franklin Regional School District",-79.627672,40.4202,6794,0.725622,0.296073
"15632","42","10920","PA","Murrysville, PA","Greensburg Salem School District",-79.569112,40.442784,775,0.082773,0.029709
"15632","42","12840","PA","Murrysville, PA","Kiski Area School District",-79.592094,40.464158,1120,0.11962,0.038812
"15632","42","18660","PA","Murrysville, PA","Penn-Trafford School District",-79.623956,40.398009,674,0.071985,0.025841
"15633","42","10920","PA","Forbes Road, PA (PO Boxes)","Greensburg Salem School District",-79.521072,40.355634,275,0.938566,0.010542
"15633","42","11760","PA","Forbes Road, PA (PO Boxes)","Hempfield Area School District",-79.523894,40.351496,18,0.061433,0.000358
"15634","42","11760","PA","Grapeville, PA","Hempfield Area School District",-79.605602,40.325066,523,1,0.010404
"15635","42","11760","PA","Hannastown, PA (PO Boxes)","Hempfield Area School District",-79.495932,40.349852,220,1,0.004377
"15636","42","18660","PA","Harrison City, PA","Penn-Trafford School District",-79.657233,40.366835,3946,1,0.151286
"15637","42","21150","PA","Herminie, PA","Yough School District",-79.711922,40.263526,1861,1,0.114905
"15638","42","10980","PA","Hostetter, PA","Greater Latrobe School District",-79.398791,40.264581,288,1,0.00921
"15639","42","11760","PA","Hunker, PA","Hempfield Area School District",-79.595052,40.209952,1598,0.69448,0.03179
"15639","42","16170","PA","Hunker, PA","Mount Pleasant Area School District",-79.549384,40.210058,55,0.023903,0.003075
"15639","42","22410","PA","Hunker, PA","Southmoreland School District",-79.598042,40.185616,648,0.281617,0.042634
"15640","42","21150","PA","Hutchinson, PA (PO Boxes)","Yough School District",-79.730372,40.226572,378,1,0.023339
"15641","42","12840","PA","Hyde Park, PA","Kiski Area School District",-79.589319,40.631133,500,1,0.017327
"15642","42","11760","PA","Irwin, PA","Hempfield Area School District",-79.673685,40.298508,4439,0.098021,0.088307
"15642","42","14940","PA","Irwin, PA","McKeesport Area School District",-79.780165,40.354554,180,0.003975,0.005778
"15642","42","17940","PA","Irwin, PA","Norwin School District",-79.729314,40.323381,32884,0.72614,0.925553
"15642","42","18660","PA","Irwin, PA","Penn-Trafford School District",-79.675364,40.364258,6639,0.146602,0.254534
"15642","42","21150","PA","Irwin, PA","Yough School District",-79.746918,40.271012,1144,0.025262,0.070635
"15644","42","10230","PA","Jeannette, PA","Franklin Regional School District",-79.647725,40.402397,74,0.003929,0.003225
"15644","42","11760","PA","Jeannette, PA","Hempfield Area School District",-79.601525,40.320431,3947,0.209545,0.078519
"15644","42","12330","PA","Jeannette, PA","Jeannette City School District",-79.613206,40.328769,9579,0.508547,1
"15644","42","18660","PA","Jeannette, PA","Penn-Trafford School District",-79.62048,40.361297,5236,0.277978,0.200744
"15646","42","16170","PA","Jones Mills, PA","Mount Pleasant Area School District",-79.345493,40.088929,233,1,0.013025
"15647","42","17940","PA","Larimer, PA","Norwin School District",-79.726343,40.345381,314,1,0.008838
"15650","42","07560","PA","Latrobe, PA","Derry Area School District",-79.362677,40.314418,4462,0.156936,0.25138
"15650","42","10980","PA","Latrobe, PA","Greater Latrobe School District",-79.396461,40.295684,22708,0.798677,0.726168
"15650","42","13710","PA","Latrobe, PA","Ligonier Valley School District",-79.345678,40.218199,670,0.023565,0.041399
"15650","42","16170","PA","Latrobe, PA","Mount Pleasant Area School District",-79.449669,40.223278,592,0.020822,0.033095
"15655","42","13710","PA","Laughlintown, PA","Ligonier Valley School District",-79.192073,40.208676,423,1,0.026137
"15656","42","12840","PA","Leechburg, PA","Kiski Area School District",-79.626723,40.620305,4639,0.450476,0.160758
"15656","42","13470","PA","Leechburg, PA","Leechburg Area School District",-79.607544,40.643162,5659,0.549524,0.951732
"15658","42","07560","PA","Ligonier, PA","Derry Area School District",-79.295331,40.301627,22,0.002467,0.001239
"15658","42","13710","PA","Ligonier, PA","Ligonier Valley School District",-79.225475,40.248169,8894,0.997532,0.549555
"15660","42","21150","PA","Lowber, PA (PO Boxes)","Yough School District",-79.773267,40.245242,323,1,0.019943
"15661","42","07560","PA","Loyalhanna, PA","Derry Area School District",-79.359194,40.320945,504,1,0.028394
"15662","42","11760","PA","Luxor, PA (PO Boxes)","Hempfield Area School District",-79.477958,40.333849,271,1,0.005391
"15663","42","11760","PA","Madison, PA","Hempfield Area School District",-79.68395,40.257007,40,0.087912,0.000796
"15663","42","21150","PA","Madison, PA","Yough School District",-79.675081,40.246122,415,0.912087,0.025624
"15665","42","11760","PA","Manor, PA","Hempfield Area School District",-79.665735,40.334361,1076,0.730978,0.021405
"15665","42","18660","PA","Manor, PA","Penn-Trafford School District",-79.659703,40.34273,396,0.269022,0.015182
"15666","42","06660","PA","Mount Pleasant, PA","Connellsville Area School District",-79.521022,40.109575,1716,0.104246,0.049748
"15666","42","16170","PA","Mount Pleasant, PA","Mount Pleasant Area School District",-79.521158,40.166931,12448,0.756211,0.695885
"15666","42","22410","PA","Mount Pleasant, PA","Southmoreland School District",-79.557981,40.134166,2297,0.139542,0.151128
"15668","42","10230","PA","Murrysville, PA","Franklin Regional School District",-79.683567,40.447731,12781,0.972753,0.556979
"15668","42","12840","PA","Murrysville, PA","Kiski Area School District",-79.632088,40.489819,335,0.025497,0.011609
"15668","42","19350","PA","Murrysville, PA","Plum Borough School District",-79.705394,40.454206,23,0.001751,0.000848
"15670","42","03750","PA","New Alexandria, PA","Blairsville-Saltsburg School District",-79.410836,40.442705,418,0.114552,0.028648
"15670","42","07560","PA","New Alexandria, PA","Derry Area School District",-79.407783,40.39964,1693,0.463963,0.09538
"15670","42","10920","PA","New Alexandria, PA","Greensburg Salem School District",-79.46744,40.397169,1312,0.35955,0.050295
"15670","42","10980","PA","New Alexandria, PA","Greater Latrobe School District",-79.438845,40.362593,226,0.061935,0.007227
"15671","42","07560","PA","New Derry, PA","Derry Area School District",-79.320429,40.353208,865,1,0.048732
"15672","42","11760","PA","New Stanton, PA","Hempfield Area School District",-79.616346,40.231933,3331,0.9991,0.066265
"15672","42","21150","PA","New Stanton, PA","Yough School District",-79.653988,40.262919,3,0.0009,0.000185
"15673","42","02550","PA","North Apollo, PA","Apollo-Ridge School District",-79.556815,40.592792,1296,1,0.136149
"15675","42","11760","PA","Penn, PA","Hempfield Area School District",-79.6383,40.326926,36,0.035892,0.000716
"15675","42","18660","PA","Penn, PA","Penn-Trafford School District",-79.63961,40.332876,967,0.964108,0.037074
"15676","42","10980","PA","Pleasant Unity, PA (PO Boxes)","Greater Latrobe School District",-79.459553,40.24306,437,1,0.013975
"15677","42","13710","PA","Rector, PA","Ligonier Valley School District",-79.252446,40.17074,389,1,0.024036
"15678","42","21150","PA","Rillton, PA","Yough School District",-79.728139,40.287736,476,1,0.02939
"15679","42","11760","PA","Ruffs Dale, PA","Hempfield Area School District",-79.645333,40.220809,76,0.022734,0.001512
"15679","42","21150","PA","Ruffs Dale, PA","Yough School District",-79.661746,40.181115,1973,0.590188,0.12182
"15679","42","22410","PA","Ruffs Dale, PA","Southmoreland School District",-79.614204,40.171734,1294,0.387077,0.085137
"15680","42","12840","PA","Salina, PA (PO Boxes)","Kiski Area School District",-79.499305,40.520854,101,1,0.0035
"15681","42","02550","PA","Saltsburg, PA","Apollo-Ridge School District",-79.387718,40.563102,483,0.092158,0.050741
"15681","42","03750","PA","Saltsburg, PA","Blairsville-Saltsburg School District",-79.441337,40.483354,3859,0.73631,0.264478
"15681","42","12840","PA","Saltsburg, PA","Kiski Area School District",-79.522173,40.495266,899,0.171532,0.031154
"15683","42","06660","PA","Scottdale, PA","Connellsville Area School District",-79.523545,40.091994,102,0.012367,0.002957
"15683","42","22410","PA","Scottdale, PA","Southmoreland School District",-79.593835,40.10484,8146,0.987633,0.535956
"15684","42","03750","PA","Slickville, PA","Blairsville-Saltsburg School District",-79.505492,40.464437,308,0.36623,0.021109
"15684","42","10920","PA","Slickville, PA","Greensburg Salem School District",-79.526212,40.458875,533,0.633769,0.020432
"15686","42","02550","PA","Spring Church, PA","Apollo-Ridge School District",-79.461909,40.607382,619,0.636831,0.065028
"15686","42","02590","PA","Spring Church, PA","Armstrong School District",-79.405856,40.630072,353,0.363169,0.00814
"15687","42","13710","PA","Stahlstown, PA","Ligonier Valley School District",-79.322706,40.157775,642,0.434959,0.039669
"15687","42","16170","PA","Stahlstown, PA","Mount Pleasant Area School District",-79.342506,40.129099,834,0.565041,0.046623
"15688","42","22410","PA","Tarrs, PA","Southmoreland School District",-79.588039,40.170004,641,1,0.042174
"15689","42","16170","PA","Calumet, PA","Mount Pleasant Area School District",-79.490218,40.220051,229,1,0.012802
"15690","42","02550","PA","Vandergrift, PA","Apollo-Ridge School District",-79.506223,40.62728,143,0.015752,0.015023
"15690","42","02590","PA","Vandergrift, PA","Armstrong School District",-79.528247,40.674123,437,0.048138,0.010077
"15690","42","12840","PA","Vandergrift, PA","Kiski Area School District",-79.565808,40.60601,8211,0.904494,0.284541
"15690","42","13470","PA","Vandergrift, PA","Leechburg Area School District",-79.577288,40.67683,287,0.031615,0.048268
"15691","42","11760","PA","Wendel, PA (PO Boxes)","Hempfield Area School District",-79.686091,40.29548,70,1,0.001393
"15692","42","17940","PA","Westmoreland City, PA","Norwin School District",-79.676844,40.330894,941,1,0.026485
"15693","42","10980","PA","Whitney, PA (PO Boxes)","Greater Latrobe School District",-79.407193,40.252308,189,1,0.006044
"15695","42","21150","PA","Wyano, PA","Yough School District",-79.694307,40.196676,337,1,0.020808
"15696","42","10980","PA","Youngstown, PA","Greater Latrobe School District",-79.365524,40.280187,384,1,0.01228
"15697","42","11760","PA","Youngwood, PA","Hempfield Area School District",-79.582334,40.239346,3038,1,0.060436
"15698","42","21150","PA","Yukon, PA","Yough School District",-79.685785,40.216232,791,1,0.048839
"15701","42","12150","PA","Indiana, PA","Indiana Area School District",-79.162617,40.621296,31435,0.905803,0.954774
"15701","42","13290","PA","Indiana, PA","Homer-Center School District",-79.230388,40.583177,551,0.015877,0.085149
"15701","42","14730","PA","Indiana, PA","Marion Center Area School District",-79.121195,40.681373,1649,0.047516,0.157182
"15701","42","18780","PA","Indiana, PA","Penns Manor Area School District",-79.059565,40.643204,494,0.014235,0.08026
"15701","42","24240","PA","Indiana, PA","United School District",-79.053384,40.553254,575,0.016569,0.071983
"15710","42","18780","PA","Heilwood, PA","Penns Manor Area School District",-78.864596,40.635596,262,0.984962,0.042567
"15710","42","19830","PA","Heilwood, PA","Purchase Line School District",-78.865939,40.644786,4,0.015038,0.000558
"15711","42","19800","PA","Anita, PA","Punxsutawney Area School District",-78.962721,41.004236,412,1,0.019597
"15712","42","19830","PA","Arcadia, PA (PO Boxes)","Purchase Line School District",-78.850168,40.783931,151,1,0.021075
"15713","42","13290","PA","Aultman, PA","Homer-Center School District",-79.261559,40.569305,294,1,0.045433
"15714","42","17610","PA","Northern Cambria, PA","Northern Cambria School District",-78.782289,40.660792,4840,0.909261,0.612813
"15714","42","18780","PA","Northern Cambria, PA","Penns Manor Area School District",-78.885023,40.605316,338,0.063498,0.054915
"15714","42","19830","PA","Northern Cambria, PA","Purchase Line School District",-78.842938,40.658514,145,0.02724,0.020237
"15715","42","19800","PA","Big Run, PA","Punxsutawney Area School District",-78.874568,40.969528,621,1,0.029538
"15716","42","03750","PA","Black Lick, PA","Blairsville-Saltsburg School District",-79.189502,40.468451,683,1,0.04681
"15717","42","03750","PA","Blairsville, PA","Blairsville-Saltsburg School District",-79.241232,40.44855,7976,0.735318,0.546638
"15717","42","07560","PA","Blairsville, PA","Derry Area School District",-79.299446,40.408046,2335,0.215267,0.131549
"15717","42","13290","PA","Blairsville, PA","Homer-Center School District",-79.157028,40.496161,128,0.0118,0.019781
"15717","42","24240","PA","Blairsville, PA","United School District",-79.122341,40.45795,408,0.037614,0.051077
"15721","42","19830","PA","Burnside, PA","Purchase Line School District",-78.787421,40.812538,234,1,0.032659
"15722","42","04740","PA","Carrolltown, PA","Cambria Heights School District",-78.714425,40.599072,2228,0.916118,0.223023
"15722","42","17610","PA","Carrolltown, PA","Northern Cambria School District",-78.766659,40.611573,204,0.083882,0.025829
"15723","42","14730","PA","Chambersville, PA (PO Boxes)","Marion Center Area School District",-79.161135,40.703899,46,1,0.004385
"15724","42","11520","PA","Cherry Tree, PA","Harmony Area School District",-78.794149,40.737777,775,0.32131,0.33049
"15724","42","17610","PA","Cherry Tree, PA","Northern Cambria School District",-78.77569,40.71018,185,0.0767,0.023424
"15724","42","19830","PA","Cherry Tree, PA","Purchase Line School District",-78.844294,40.722492,1452,0.60199,0.202652
"15725","42","02550","PA","Clarksburg, PA","Apollo-Ridge School District",-79.330571,40.54672,482,0.333333,0.050636
"15725","42","03750","PA","Clarksburg, PA","Blairsville-Saltsburg School District",-79.354529,40.505181,964,0.666667,0.066068
"15727","42","02550","PA","Jacksonville, PA","Apollo-Ridge School District",-79.304556,40.559639,168,1,0.017649
"15728","42","14730","PA","Clymer, PA","Marion Center Area School District",-79.028134,40.708289,316,0.085382,0.030121
"15728","42","18780","PA","Clymer, PA","Penns Manor Area School District",-78.991307,40.662505,2464,0.665766,0.400325
"15728","42","19830","PA","Clymer, PA","Purchase Line School District",-78.961738,40.703023,921,0.248852,0.128541
"15729","42","19830","PA","Commodore, PA","Purchase Line School District",-78.933452,40.706627,1537,1,0.214515
"15730","42","19800","PA","Coolspring, PA","Punxsutawney Area School District",-79.090259,41.049319,69,1,0.003282
"15731","42","13290","PA","Coral, PA","Homer-Center School District",-79.173955,40.501517,315,1,0.048679
"15732","42","02590","PA","Creekside, PA","Armstrong School District",-79.2653,40.73788,123,0.073697,0.002836
"15732","42","14730","PA","Creekside, PA","Marion Center Area School District",-79.202436,40.723066,1546,0.926303,0.147364
"15733","42","19800","PA","De Lancey, PA (PO Boxes)","Punxsutawney Area School District",-78.961548,40.984329,108,1,0.005137
"15734","42","19830","PA","Dicksonville, PA","Purchase Line School District",-79.005429,40.720917,322,1,0.044941
"15736","42","02590","PA","Elderton, PA","Armstrong School District",-79.349925,40.696797,613,1,0.014136
"15737","42","04740","PA","Elmora, PA (PO Boxes)","Cambria Heights School District",-78.757633,40.608461,83,1,0.008308
"15738","42","17610","PA","Emeigh, PA (PO Boxes)","Northern Cambria School District",-78.786824,40.694263,265,1,0.033553
"15739","42","14730","PA","Ernest, PA","Marion Center Area School District",-79.163472,40.67819,462,1,0.044038
"15741","42","19830","PA","Gipsy, PA (PO Boxes)","Purchase Line School District",-78.88586,40.807549,83,1,0.011584
"15742","42","11520","PA","Glen Campbell, PA","Harmony Area School District",-78.79917,40.829909,73,0.076842,0.03113
"15742","42","14730","PA","Glen Campbell, PA","Marion Center Area School District",-78.920995,40.772143,43,0.045263,0.004099
"15742","42","19800","PA","Glen Campbell, PA","Punxsutawney Area School District",-78.86235,40.833429,391,0.411579,0.018598
"15742","42","19830","PA","Glen Campbell, PA","Purchase Line School District",-78.847099,40.808793,443,0.466316,0.061828
"15744","42","19800","PA","Hamilton, PA","Punxsutawney Area School District",-79.081696,40.924357,105,1,0.004994
"15745","42","18780","PA","Heilwood, PA","Penns Manor Area School District",-78.918046,40.622614,337,1,0.054752
"15746","42","19830","PA","Hillsdale, PA (PO Boxes)","Purchase Line School District",-78.881597,40.755531,135,1,0.018842
"15747","42","14730","PA","Home, PA","Marion Center Area School District",-79.143684,40.768298,2027,1,0.193213
"15748","42","02550","PA","Homer City, PA","Apollo-Ridge School District",-79.305145,40.547963,161,0.022805,0.016914
"15748","42","03750","PA","Homer City, PA","Blairsville-Saltsburg School District",-79.268277,40.547667,97,0.013739,0.006648
"15748","42","12150","PA","Homer City, PA","Indiana Area School District",-79.211412,40.571887,33,0.004674,0.001002
"15748","42","13290","PA","Homer City, PA","Homer-Center School District",-79.162104,40.537001,4681,0.663031,0.723381
"15748","42","24240","PA","Homer City, PA","United School District",-79.016896,40.516884,2088,0.295751,0.261392
"15750","42","03750","PA","Black Lick, PA","Blairsville-Saltsburg School District",-79.181941,40.483936,245,1,0.016791
"15752","42","02550","PA","Jacksonville, PA","Apollo-Ridge School District",-79.283675,40.539024,13,0.240741,0.001366
"15752","42","03750","PA","Jacksonville, PA","Blairsville-Saltsburg School District",-79.282615,40.541594,41,0.759259,0.00281
"15753","42","07140","PA","La Jose, PA","Curwensville Area School District",-78.649842,40.853273,36,0.070175,0.004888
"15753","42","11520","PA","La Jose, PA","Harmony Area School District",-78.652134,40.786725,404,0.787524,0.172281
"15753","42","19830","PA","La Jose, PA","Purchase Line School District",-78.68079,40.836107,73,0.1423,0.010188
"15754","42","13290","PA","Lucerne Mines, PA","Homer-Center School District",-79.150686,40.557992,502,1,0.077577
"15756","42","02550","PA","Jacksonville, PA","Apollo-Ridge School District",-79.297523,40.567977,207,1,0.021746
"15757","42","07140","PA","Mahaffey, PA","Curwensville Area School District",-78.659219,40.918631,245,0.151421,0.033265
"15757","42","11520","PA","Mahaffey, PA","Harmony Area School District",-78.733142,40.821123,160,0.098888,0.06823
"15757","42","19800","PA","Mahaffey, PA","Punxsutawney Area School District",-78.816968,40.87443,56,0.034611,0.002664
"15757","42","19830","PA","Mahaffey, PA","Purchase Line School District",-78.738861,40.877225,1157,0.71508,0.161479
"15759","42","14730","PA","Marion Center, PA","Marion Center Area School District",-79.04387,40.770224,2715,0.903795,0.258793
"15759","42","19830","PA","Marion Center, PA","Purchase Line School District",-78.889677,40.743939,289,0.096205,0.040335
"15760","42","17610","PA","Marsteller, PA","Northern Cambria School District",-78.799813,40.64923,152,1,0.019245
"15761","42","18780","PA","Heilwood, PA","Penns Manor Area School District",-78.887751,40.633911,111,1,0.018034
"15762","42","03690","PA","Nicktown, PA","Blacklick Valley School District",-78.865786,40.566221,78,0.094775,0.015113
"15762","42","17610","PA","Nicktown, PA","Northern Cambria School District",-78.821355,40.607892,745,0.905224,0.094328
"15764","42","19800","PA","Oliveburg, PA","Punxsutawney Area School District",-79.02633,40.989379,163,1,0.007753
"15765","42","18780","PA","Penn Run, PA","Penns Manor Area School District",-78.996213,40.604857,1559,0.913298,0.25329
"15765","42","24240","PA","Penn Run, PA","United School District",-79.002055,40.563441,148,0.086702,0.018528
"15767","42","07830","PA","Punxsutawney, PA","DuBois Area School District",-78.783061,41.006348,75,0.005113,0.002421
"15767","42","14730","PA","Punxsutawney, PA","Marion Center Area School District",-78.978229,40.879364,34,0.002318,0.003241
"15767","42","19800","PA","Punxsutawney, PA","Punxsutawney Area School District",-78.970646,40.952728,14510,0.989228,0.690164
"15767","42","19830","PA","Punxsutawney, PA","Purchase Line School District",-78.768987,40.983105,49,0.003341,0.006839
"15770","42","19800","PA","Ringgold, PA (PO Boxes)","Punxsutawney Area School District",-79.169896,40.993339,184,1,0.008752
"15771","42","14730","PA","Rochester Mills, PA","Marion Center Area School District",-78.983281,40.8227,486,0.490414,0.046325
"15771","42","19800","PA","Rochester Mills, PA","Punxsutawney Area School District",-79.028474,40.858412,505,0.509586,0.02402
"15772","42","14730","PA","Rossiter, PA","Marion Center Area School District",-78.937119,40.863781,332,0.193586,0.031646
"15772","42","19800","PA","Rossiter, PA","Punxsutawney Area School District",-78.906561,40.888336,1383,0.806414,0.065782
"15773","42","04740","PA","Saint Benedict, PA","Cambria Heights School District",-78.732399,40.628536,516,1,0.051652
"15774","42","02550","PA","Shelocta, PA","Apollo-Ridge School District",-79.321297,40.598403,94,0.031033,0.009875
"15774","42","02590","PA","Shelocta, PA","Armstrong School District",-79.35194,40.685228,1479,0.48828,0.034107
"15774","42","12150","PA","Shelocta, PA","Indiana Area School District",-79.299924,40.637422,1456,0.480687,0.044223
"15775","42","17610","PA","Northern Cambria, PA","Northern Cambria School District",-78.77417,40.636713,751,1,0.095087
"15776","42","19800","PA","Sprankle Mills, PA","Punxsutawney Area School District",-79.11618,41.010504,52,1,0.002473
"15777","42","19830","PA","Starford, PA","Purchase Line School District",-78.961118,40.697822,170,1,0.023726
"15778","42","19800","PA","Timblin, PA","Punxsutawney Area School District",-79.199093,40.967825,140,1,0.006659
"15779","42","07560","PA","Torrance, PA (PO Boxes)","Derry Area School District",-79.231813,40.411667,414,1,0.023324
"15780","42","19800","PA","Valier, PA","Punxsutawney Area School District",-79.047224,40.917631,148,1,0.00704
"15781","42","19800","PA","Walston, PA (PO Boxes)","Punxsutawney Area School District",-78.989101,40.962958,94,1,0.004471
"15783","42","02550","PA","West Lebanon, PA (PO Boxes)","Apollo-Ridge School District",-79.347776,40.601728,140,1,0.014707
"15784","42","19800","PA","Worthville, PA","Punxsutawney Area School District",-79.138619,41.02393,67,1,0.003187
"15801","42","07830","PA","DuBois, PA","DuBois Area School District",-78.747463,41.127056,19270,1,0.622094
"15821","42","20640","PA","Benezett, PA","St. Marys Area School District",-78.367183,41.32795,164,1,0.008641
"15823","42","04260","PA","Brockport, PA","Brockway Area School District",-78.726753,41.248902,991,0.692523,0.131537
