"zcta5","state","sduni","stab","zipname","uschlnm10","intptlon","intptlat","pop10","afact","AFACT2"
"ZIP Census Tabulation Area","FIPS state","sduni","State Postal Code","zipname","Unified School District Name 2010","Wtd centroid W longitude, degrees","Wtd centroid latitude, degrees","Total Pop, 2010 census","zcta5 to sduni alloc factor","sduni to zcta5 alloc factor"
"15823","42","20310","PA","Brockport, PA","Ridgway Area School District",-78.706431,41.289358,438,0.30608,0.062304
"15823","42","20640","PA","Brockport, PA","St. Marys Area School District",-78.66813,41.257201,2,0.001398,0.000105
"15824","42","04260","PA","Brockway, PA","Brockway Area School District",-78.803106,41.245837,4932,0.912151,0.654632
"15824","42","04320","PA","Brockway, PA","Brookville Area School District",-78.922512,41.236028,378,0.069909,0.031304
"15824","42","07830","PA","Brockway, PA","DuBois Area School District",-78.767399,41.191167,97,0.01794,0.003131
"15825","42","04260","PA","Brookville, PA","Brockway Area School District",-78.965771,41.276571,198,0.020707,0.026281
"15825","42","04320","PA","Brookville, PA","Brookville Area School District",-79.067168,41.160214,8613,0.900753,0.713292
"15825","42","06090","PA","Brookville, PA","Clarion-Limestone Area School District",-79.15201,41.178672,558,0.058356,0.068618
"15825","42","19800","PA","Brookville, PA","Punxsutawney Area School District",-79.078188,41.049156,193,0.020184,0.00918
"15827","42","20640","PA","Byrnedale, PA","St. Marys Area School District",-78.507674,41.296408,231,1,0.012171
"15828","42","04320","PA","Clarington, PA","Brookville Area School District",-79.159721,41.313541,157,0.548951,0.013002
"15828","42","08280","PA","Clarington, PA","Forest Area School District",-79.117675,41.352729,129,0.451049,0.015567
"15829","42","04320","PA","Corsica, PA","Brookville Area School District",-79.159035,41.130434,325,0.255102,0.026915
"15829","42","06090","PA","Corsica, PA","Clarion-Limestone Area School District",-79.210654,41.190681,949,0.744898,0.116699
"15832","42","04830","PA","Driftwood, PA","Cameron County School District",-78.163985,41.378508,312,0.951219,0.061357
"15832","42","20640","PA","Driftwood, PA","St. Marys Area School District",-78.284429,41.386859,16,0.04878,0.000843
"15834","42","04830","PA","Emporium, PA","Cameron County School District",-78.2496,41.516415,4533,1,0.891445
"15840","42","04260","PA","Falls Creek, PA","Brockway Area School District",-78.827179,41.1695,902,0.452584,0.119724
"15840","42","07830","PA","Falls Creek, PA","DuBois Area School District",-78.803902,41.143138,1091,0.547416,0.035221
"15841","42","20640","PA","Force, PA","St. Marys Area School District",-78.51323,41.259889,389,1,0.020496
"15845","42","12570","PA","Johnsonburg, PA","Johnsonburg Area School District",-78.681023,41.494158,3192,0.998436,0.703548
"15845","42","20310","PA","Johnsonburg, PA","Ridgway Area School District",-78.731631,41.501929,5,0.001564,0.000711
"15846","42","20310","PA","Kersey, PA","Ridgway Area School District",-78.65895,41.392137,20,0.005501,0.002845
"15846","42","20640","PA","Kersey, PA","St. Marys Area School District",-78.600367,41.355029,3616,0.994499,0.190526
"15847","42","04320","PA","Knox Dale, PA (PO Boxes)","Brookville Area School District",-79.029639,41.086065,255,1,0.021118
"15848","42","07830","PA","Luthersburg, PA","DuBois Area School District",-78.720015,41.03902,1027,1,0.033155
"15849","42","06150","PA","Penfield, PA","Clearfield Area School District",-78.523641,41.127586,42,0.030021,0.002195
"15849","42","07830","PA","Penfield, PA","DuBois Area School District",-78.582329,41.212169,1357,0.969978,0.043808
"15851","42","04260","PA","Reynoldsville, PA","Brockway Area School District",-78.897007,41.165783,499,0.074801,0.066233
"15851","42","04320","PA","Reynoldsville, PA","Brookville Area School District",-78.944096,41.211414,266,0.039874,0.022029
"15851","42","07830","PA","Reynoldsville, PA","DuBois Area School District",-78.881684,41.091773,5253,0.787438,0.169583
"15851","42","19800","PA","Reynoldsville, PA","Punxsutawney Area School District",-78.914806,41.025954,653,0.097886,0.03106
"15853","42","04260","PA","Ridgway, PA","Brockway Area School District",-78.926492,41.323728,12,0.001824,0.001593
"15853","42","04320","PA","Ridgway, PA","Brookville Area School District",-78.981424,41.337007,4,0.000608,0.000331
"15853","42","12570","PA","Ridgway, PA","Johnsonburg Area School District",-78.733286,41.51195,11,0.001672,0.002425
"15853","42","20310","PA","Ridgway, PA","Ridgway Area School District",-78.736959,41.421572,6551,0.995895,0.931863
"15856","42","06150","PA","Rockton, PA","Clearfield Area School District",-78.570241,41.060287,18,0.020247,0.000941
"15856","42","07830","PA","Rockton, PA","DuBois Area School District",-78.654849,41.082076,871,0.979752,0.028119
"15857","42","12570","PA","St. Marys, PA","Johnsonburg Area School District",-78.478153,41.51858,1,0.000076,0.00022
"15857","42","20640","PA","St. Marys, PA","St. Marys Area School District",-78.549581,41.429362,13211,0.999924,0.696085
"15860","42","04320","PA","Sigel, PA","Brookville Area School District",-79.111667,41.28036,900,0.84507,0.074534
"15860","42","06090","PA","Sigel, PA","Clarion-Limestone Area School District",-79.221782,41.272799,67,0.062911,0.008239
"15860","42","08280","PA","Sigel, PA","Forest Area School District",-79.012958,41.388292,82,0.076995,0.009895
"15860","42","20310","PA","Sigel, PA","Ridgway Area School District",-78.936969,41.405065,16,0.015023,0.002276
"15861","42","04830","PA","Sinnamahoning, PA","Cameron County School District",-78.075136,41.341898,174,1,0.034218
"15863","42","19800","PA","Stump Creek, PA (PO Boxes)","Punxsutawney Area School District",-78.83865,41.012874,225,1,0.010702
"15864","42","04320","PA","Summerville, PA","Brookville Area School District",-79.170911,41.098229,1042,0.564769,0.086294
"15864","42","06090","PA","Summerville, PA","Clarion-Limestone Area School District",-79.271285,41.139023,674,0.365312,0.082882
"15864","42","19800","PA","Summerville, PA","Punxsutawney Area School District",-79.107274,41.042215,107,0.057995,0.005089
"15864","42","20130","PA","Summerville, PA","Redbank Valley School District",-79.225525,41.099698,22,0.011924,0.002737
"15865","42","07830","PA","Sykesville, PA","DuBois Area School District",-78.81973,41.051366,1254,0.968339,0.040483
"15865","42","19800","PA","Sykesville, PA","Punxsutawney Area School District",-78.835622,41.035075,41,0.03166,0.00195
"15866","42","07830","PA","Troutville, PA","DuBois Area School District",-78.787749,41.024207,261,1,0.008426
"15868","42","20640","PA","Weedville, PA","St. Marys Area School District",-78.491866,41.284108,1350,1,0.071131
"15870","42","12570","PA","Wilcox, PA","Johnsonburg Area School District",-78.668531,41.5759,1309,0.987179,0.288517
"15870","42","21690","PA","Wilcox, PA","Smethport Area School District",-78.538911,41.664188,17,0.012821,0.002771
"15901","42","10950","PA","Johnstown, PA","Greater Johnstown School District",-78.913338,40.326478,4190,1,0.151395
"15902","42","06430","PA","Johnstown, PA","Conemaugh Valley School District",-78.880612,40.327899,1780,0.142252,0.269411
"15902","42","09750","PA","Johnstown, PA","Ferndale Area School District",-78.901398,40.304934,1993,0.159274,0.390784
"15902","42","10950","PA","Johnstown, PA","Greater Johnstown School District",-78.902731,40.3031,8611,0.688164,0.311136
"15902","42","20250","PA","Johnstown, PA","Richland School District",-78.831742,40.332278,129,0.010309,0.008646
"15904","42","06430","PA","Johnstown, PA","Conemaugh Valley School District",-78.842975,40.343272,562,0.033839,0.085061
"15904","42","09940","PA","Johnstown, PA","Forest Hills School District",-78.801494,40.302107,270,0.016257,0.021332
"15904","42","10950","PA","Johnstown, PA","Greater Johnstown School District",-78.891867,40.291756,1389,0.083634,0.050188
"15904","42","20250","PA","Johnstown, PA","Richland School District",-78.859605,40.281988,14387,0.866269,0.964211
"15905","42","06420","PA","Johnstown, PA","Conemaugh Township Area School District",-78.944068,40.26724,2424,0.1142,0.296405
"15905","42","09750","PA","Johnstown, PA","Ferndale Area School District",-78.918309,40.288487,1636,0.077075,0.320784
"15905","42","10950","PA","Johnstown, PA","Greater Johnstown School District",-78.932501,40.308115,4295,0.202346,0.155189
"15905","42","26130","PA","Johnstown, PA","Westmont Hilltop School District",-78.950541,40.309591,12871,0.606379,0.99667
"15906","42","05340","PA","Johnstown, PA","Central Cambria School District",-78.933073,40.4126,145,0.013011,0.010475
"15906","42","06430","PA","Johnstown, PA","Conemaugh Valley School District",-78.898573,40.349183,299,0.026831,0.045255
"15906","42","09750","PA","Johnstown, PA","Ferndale Area School District",-78.925393,40.347725,1466,0.131551,0.287451
"15906","42","10950","PA","Johnstown, PA","Greater Johnstown School District",-78.94498,40.351848,9191,0.824749,0.332093
"15906","42","26130","PA","Johnstown, PA","Westmont Hilltop School District",-78.928833,40.331574,43,0.003859,0.00333
"15909","42","05340","PA","Johnstown, PA","Central Cambria School District",-78.853749,40.42259,2291,0.408305,0.165511
"15909","42","06430","PA","Johnstown, PA","Conemaugh Valley School District",-78.878259,40.360656,3320,0.591695,0.502497
"15920","42","24240","PA","Armagh, PA","United School District",-79.04558,40.457267,922,1,0.115423
"15921","42","09940","PA","Beaverdale, PA","Forest Hills School District",-78.699488,40.317051,176,1,0.013905
"15922","42","03690","PA","Belsano, PA (PO Boxes)","Blacklick Valley School District",-78.876496,40.517508,177,1,0.034296
"15923","42","13710","PA","Bolivar, PA","Ligonier Valley School District",-79.156204,40.366264,1770,1,0.109367
"15924","42","21180","PA","Cairnbrook, PA","Shade-Central City School District",-78.803657,40.120658,1034,1,0.265264
"15925","42","19560","PA","Cassandra, PA","Portage Area School District",-78.640715,40.40866,147,1,0.022908
"15926","42","03420","PA","Central City, PA","Berlin Brothersvalley School District",-78.783001,40.032659,52,0.019432,0.008887
"15926","42","21180","PA","Central City, PA","Shade-Central City School District",-78.809442,40.097223,2116,0.790732,0.542842
"15926","42","21270","PA","Central City, PA","Shanksville-Stonycreek School District",-78.848277,40.039717,508,0.189836,0.177127
"15927","42","05340","PA","Colver, PA","Central Cambria School District",-78.785767,40.542407,1176,1,0.084959
"15928","42","06420","PA","Davidsville, PA","Conemaugh Township Area School District",-78.924278,40.238468,1974,1,0.241379
"15929","42","24240","PA","Dilltown, PA (PO Boxes)","United School District",-79.005523,40.468001,75,1,0.009389
"15930","42","09940","PA","Dunlo, PA","Forest Hills School District",-78.720119,40.293836,241,1,0.019041
"15931","42","03690","PA","Ebensburg, PA","Blacklick Valley School District",-78.846739,40.523435,684,0.07477,0.132532
"15931","42","04740","PA","Ebensburg, PA","Cambria Heights School District",-78.701453,40.55485,450,0.049191,0.045045
"15931","42","05340","PA","Ebensburg, PA","Central Cambria School District",-78.727588,40.485763,7437,0.812964,0.537278
"15931","42","13770","PA","Ebensburg, PA","Penn Cambria School District",-78.665359,40.496431,264,0.028859,0.015189
"15931","42","17610","PA","Ebensburg, PA","Northern Cambria School District",-78.821178,40.57647,313,0.034215,0.03963
"15934","42","09940","PA","Elton, PA (PO Boxes)","Forest Hills School District",-78.80387,40.279281,218,1,0.017224
"15935","42","06420","PA","Hollsopple, PA","Conemaugh Township Area School District",-78.953329,40.21931,2239,0.85458,0.273783
"15935","42","10115","PA","Hollsopple, PA","North Star School District",-78.98745,40.194978,381,0.14542,0.041781
"15936","42","06420","PA","Hooversville, PA","Conemaugh Township Area School District",-78.896774,40.189918,370,0.228395,0.045243
"15936","42","10115","PA","Hooversville, PA","North Star School District",-78.920032,40.151944,1040,0.641975,0.114048
"15936","42","21180","PA","Hooversville, PA","Shade-Central City School District",-78.865709,40.150899,210,0.12963,0.053874
"15937","42","06420","PA","Jerome, PA","Conemaugh Township Area School District",-78.988039,40.208733,766,0.983312,0.093666
"15937","42","10115","PA","Jerome, PA","North Star School District",-78.994926,40.205601,13,0.016688,0.001426
"15938","42","13770","PA","Lilly, PA","Penn Cambria School District",-78.61845,40.42943,2322,0.898954,0.133594
"15938","42","19560","PA","Lilly, PA","Portage Area School District",-78.633453,40.398068,261,0.101045,0.040673
"15940","42","04740","PA","Loretto, PA","Cambria Heights School District",-78.658416,40.57554,58,0.014529,0.005806
"15940","42","13770","PA","Loretto, PA","Penn Cambria School District",-78.62832,40.506977,3934,0.985471,0.226339
"15942","42","05340","PA","Mineral Point, PA","Central Cambria School District",-78.827913,40.421312,1275,0.613276,0.092111
"15942","42","06430","PA","Mineral Point, PA","Conemaugh Valley School District",-78.840671,40.378412,448,0.215488,0.067807
"15942","42","09750","PA","Mineral Point, PA","Ferndale Area School District",-78.876661,40.390767,5,0.002405,0.00098
"15942","42","09940","PA","Mineral Point, PA","Forest Hills School District",-78.784928,40.390421,351,0.168831,0.027732
"15943","42","03690","PA","Nanty-Glo, PA","Blacklick Valley School District",-78.837298,40.475275,3311,0.839929,0.641542
"15943","42","05340","PA","Nanty-Glo, PA","Central Cambria School District",-78.849038,40.462899,631,0.160071,0.045586
"15944","42","13710","PA","New Florence, PA","Ligonier Valley School District",-79.089643,40.357248,2088,0.601382,0.129016
"15944","42","24240","PA","New Florence, PA","United School District",-79.093628,40.427717,1384,0.398618,0.17326
"15945","42","06430","PA","Parkhill, PA","Conemaugh Valley School District",-78.864838,40.35605,198,1,0.029968
"15946","42","05340","PA","Portage, PA","Central Cambria School District",-78.71988,40.436859,161,0.022698,0.011631
"15946","42","05880","PA","Portage, PA","Chestnut Ridge School District",-78.578052,40.299626,54,0.007613,0.005052
"15946","42","06120","PA","Portage, PA","Claysburg-Kimmel School District",-78.569433,40.33463,247,0.034823,0.042667
"15946","42","09940","PA","Portage, PA","Forest Hills School District",-78.710132,40.410046,294,0.041449,0.023228
"15946","42","11940","PA","Portage, PA","Hollidaysburg Area School District",-78.569207,40.358396,194,0.027351,0.00718
"15946","42","13770","PA","Portage, PA","Penn Cambria School District",-78.66926,40.444629,141,0.019879,0.008112
"15946","42","19560","PA","Portage, PA","Portage Area School District",-78.668981,40.383043,6002,0.846186,0.935328
"15948","42","05340","PA","Revloc, PA","Central Cambria School District",-78.76484,40.491072,550,1,0.039734
"15949","42","24240","PA","Robinson, PA","United School District",-79.137839,40.401573,672,1,0.084126
"15951","42","09940","PA","St. Michael, PA","Forest Hills School District",-78.766437,40.33286,453,1,0.03579
"15952","42","09940","PA","Salix, PA","Forest Hills School District",-78.765878,40.300244,1413,1,0.111638
"15953","42","06420","PA","Seanor, PA","Conemaugh Township Area School District",-78.897638,40.209876,83,1,0.010149
"15954","42","13710","PA","Seward, PA","Ligonier Valley School District",-79.020989,40.412119,1152,0.477414,0.071181
"15954","42","24240","PA","Seward, PA","United School District",-79.001606,40.433763,1261,0.522586,0.157862
"15955","42","09940","PA","Sidman, PA","Forest Hills School District",-78.721623,40.326232,2551,1,0.201548
"15956","42","09940","PA","South Fork, PA","Forest Hills School District",-78.787918,40.355672,2739,1,0.216402
"15957","42","03690","PA","Strongstown, PA","Blacklick Valley School District",-78.882501,40.537714,165,0.218543,0.031971
